Brand_Name_s__s,Product_Class_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Cooling_Capacity__BTU_Hour__d,Electrical_Power_Input__Watts__d,Combined_Energy_Efficiency_Ratio_d,Energy_Efficiency_Ratio_d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ12AT**,AEZ12AV**,12100.0,1075.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ08LT**,AEZ08LV**,8050.0,715.0,11.2,11.3,No,No
GE,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AEZ10AT**,AEZ10AV**,10100.0,890.0,11.2,11.3,No,No
Frigidaire Gallery,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FGRQ06L3T1,FGRQ06L3T1,6000.0,490.0,12.1,12.2,No,No
Frigidaire Gallery,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRQ08L3T1,FGRQ08L3T1,8000.0,665.0,12.0,12.0,No,No
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC10012WCO230V,WTC10012WCO230V,10000.0,943.0,10.6,,No,No
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12002WCO115V,WTC12002WCO115V,12000.0,1142.0,10.5,,No,No
Koldfront,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WTC14012WCO230V,WTC14012WCO230V,14000.0,1505.0,9.3,,No,No
Koldfront,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTC8001W,WTC8001W,8000.0,830.0,9.6,,No,No
Koldfront,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTC12001W,WTC12001W,12000.0,1250.0,9.5,,No,No
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC8001W,WAC8001W,8000.0,730.0,10.9,,No,No
Koldfront,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WAC18001W,WAC18001W,18500.0,1725.0,10.7,,No,No
Koldfront,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WAC25001W,WAC25001W,25000.0,2660.0,9.4,,No,No
Koldfront,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WAC12002WCO,WAC12002WCO,12000.0,1000.0,12.0,,No,No
Frigidaire,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",FFRA0511R1,FFRA0511R1,5000.0,450.0,11.0,11.1,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRA0611R1,FFRA0622S1,6000.0,540.0,11.0,11.1,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811R1,FFRA0811R1,8000.0,735.0,10.9,,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811R1,FFRA0822R1,8000.0,735.0,10.9,,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA0811R1,FFRA08L2S1,8000.0,735.0,10.9,,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833S1,FFRE08L3S1,8000.0,665.0,12.0,12.0,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE0833S1,253.77080,8000.0,665.0,12.0,12.0,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,253.88100,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,FFRA1022R1,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1011R1,FFRA1022R1A,10000.0,915.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033S1,FFRE1033S1,10000.0,830.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1033S1,FFRE10L3S1,10000.0,830.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211R1,FFRA1211R1,12000.0,1100.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211R1,FFRA1222R1,12000.0,1100.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211R1,FFRA1222R1A,12000.0,1100.0,10.9,10.9,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRA1211R1,253.88120,12000.0,1100.0,10.9,10.9,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233S1,FFRE12L3S1,12000.0,1000.0,12.0,12.0,No,No
Kenmore,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FFRE1233S1,253.77120,12000.0,1000.0,12.0,12.0,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH0822R1,FFRH08L2R1,8000.0,815.0,9.8,9.8,No,No
Frigidaire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",FFRH11L2R1,FFRH11L2R1,11000.0,1120.0,9.8,9.8,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1533S1,FFRE15L3S1,15100.0,1275.0,11.8,11.8,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRH1822R2,FFRH1822R2,18500.0,1725.0,10.7,10.7,No,No
Frigidaire,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRH1822R2,FFRH18L2R2,18500.0,1725.0,10.7,10.7,No,No
Kenmore Elite,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",FFRE1833S2,253.77180,18000.0,1525.0,11.8,11.8,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2233S2,FFRE2233S2,22000.0,2135.0,10.3,10.3,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRE2533S2,FFRE25L3S2,25000.0,2425.0,10.3,10.3,No,No
Frigidaire,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",FFRH2522R2,FFRH2522R2,25000.0,2550.0,9.4,9.4,No,No
Frigidaire,"(5b) Without reverse cycle, with louvered sides, and 28,000 Btu/h or more",FFRA2822R2,FFRA2822R2,28000.0,3110.0,9.0,9.0,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033S1,FFTA1033S1,10000.0,940.0,10.6,10.6,No,No
Frigidaire,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",FFTA1033S2,FFTA1033S2,10000.0,940.0,10.6,10.6,No,No
Kenmore Elite,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTA1233S2,253.77135,12000.0,1140.0,10.5,10.5,No,No
Frigidaire,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",FFTA1422R2,FFTA1422R2,14000.0,1505.0,9.3,9.3,No,No
Frigidaire,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",FFTH1222R2,FFTH1222R2,12000.0,1260.0,9.5,9.5,No,No
Kenmore,(16) Casement-Slider,253.77063,253.77063,6000.0,550.0,10.8,10.9,No,No
Frigidaire,(16) Casement-Slider,FFRS0822S1,FFRS0822S1,8000.0,740.0,10.8,10.9,No,No
Frigidaire,(16) Casement-Slider,FFRS1022R1,FFRS1022R1,10000.0,960.0,10.4,10.4,No,No
Kenmore,(16) Casement-Slider,FFRS1022R1,253.77223,10000.0,960.0,10.4,10.4,No,No
Kenmore Elite,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",253.77062,253.77062,6000.0,490.0,12.1,12.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FFRL0633Q1,FFRL0633Q1,6000.0,535.0,11.0,11.2,No,No
Frigidaire,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",FGRQ06L3T1,FGRQ06L3T1,6000.0,490.0,12.1,12.2,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRQ08L3T1,FGRQ08L3T1,8000.0,665.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1044T1,FGRC1044T1,10000.0,830.0,12.0,12.0,No,No
Frigidaire,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",FGRC1244T1,FGRC1244T1,12000.0,1000.0,12.0,12.0,No,No
Midea,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK08CW71E,WWK08CW71E,8000.0,666.0,12.0,,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WWK-05CM5,WWK-05CM5,5000.0,446.0,11.0,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTW-08ER5,WTW-08ER5,8000.0,833.0,9.6,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTW-10ER5a,WTW-10ER5a,10000.0,1042.0,9.6,,No,No
Arctic King,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",WTW-14ER5a,WTW-14ER5a,14000.0,1505.0,9.3,,No,No
GE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",AEZ05LV**,AEZ05LV**,5050.0,450.0,11.1,11.2,No,No
GE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",AEZ06LV**,AEZ06LV**,6000.0,540.0,11.0,11.2,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WWK05CR71N,WWK05CR71N,5000.0,446.0,11.0,,No,No
Arctic King,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WWK06CR71N,WWK06CR71N,6000.0,536.0,11.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK10CR71N,WWK10CR71N,10000.0,880.0,11.2,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WWK18CR72N,WWK18CR72N,18500.0,1652.0,11.1,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WWK25CR72N,WWK25CR72N,25000.0,2551.0,9.8,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTW+08CR5,WTW+08CR5,8000.0,816.0,9.7,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTW+10CR5,WTW+10CR5,10000.0,1020.0,9.7,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",WTW+10CR5A,WTW+10CR5A,10000.0,1020.0,9.7,,No,No
Arctic King,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",WTW+12CR5,WTW+12CR5,12000.0,1224.0,9.7,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK+12CR5A,WWK+12CR5A,12000.0,1065.0,11.2,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WWK+22CR5A,WWK+22CR5A,22000.0,2245.0,9.8,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WWK-12CRN1-BK3,WWK-12CRN1-BK3,12000.0,1060.0,11.2,,No,No
Arctic King,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",WWK-18ER5A,WWK-18ER5A,18500.0,1729.0,10.7,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WWK-25CRN1-MI8,WWK-25CRN1-MI8,25000.0,2551.0,9.8,,No,No
Rowa,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),RWAC-18CRA2//K8U(ES) (230V),18000.0,1525.0,11.8,,No,No
Rowa,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),RWAC-12CRA1/L0U(ES),12000.0,980.0,12.0,,No,No
Rowa,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),RWAC-10CRA1/L0U(ES),10000.0,840.0,12.0,,No,No
Haier,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",ESA406N,HWR06XCR-T,6000.0,530.0,11.0,11.2,No,No
Haier,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",ESA410N,HWR10XCR-T,10000.0,910.0,10.9,10.9,No,No
INFINITI,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",4130165,4130165,10000.0,1042.0,9.6,,No,No
TGM,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",MWEUT18BR,MWEUT18BR,18000.0,1525.0,11.8,,No,No
BLACK+DECKER,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),BWAC06WTST,6000.0,492.0,12.1,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),BWAC08WT,8000.0,661.0,12.0,,No,No
BLACK+DECKER,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),BWAC12WT,12000.0,980.0,12.0,,No,No
Black Decker,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),BWAC12WT,12000.0,980.0,12.0,,No,No
Black Decker,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),BWAC10WT,10000.0,840.0,12.0,,No,No
Black Decker,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),BWAC08WT,8000.0,661.0,12.0,,No,No
Coast air,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",CEW151AS,CEW151AS,15000.0,1260.0,11.8,,No,No
Coast air,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",CEW243AS,CEW243AS,24000.0,2308.0,10.3,,No,No
Emerson Quiet Kool,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,E*RC5MD1,5000.0,451.0,11.0,,No,No
Emerson Quiet Kool,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),E*RC6RE1,6000.0,492.0,12.1,,No,No
Emerson Quiet Kool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),E*RC10RE1,10000.0,840.0,12.0,,No,No
Emerson Quiet Kool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),E*RC12RE1,12000.0,980.0,12.0,,No,No
Emerson Quiet Kool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-15CRA1/K8U(ES),E*RC15RE1,15000.0,1270.0,11.8,,No,No
Emerson Quiet Kool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),E*RC18RE2 (208V),17600.0,1490.0,11.8,,No,No
Emerson Quiet Kool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),E*RC22RE2 (208V),21600.0,2120.0,10.3,,No,No
Emerson Quiet Kool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),E*RC24RE2 (208V),23600.0,2250.0,10.3,,No,No
Emerson Quiet Kool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),E*RC24RE2 (230V),24000.0,2320.0,10.3,,No,No
Impecca,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",IWA05-KR15,IWA05-KR15,5000.0,446.0,11.0,,No,No
Impecca,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",IWAH25-KRB,IWAH25-KRB,25000.0,2660.0,9.4,,No,No
Impecca,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",IWA06-KM15,IWA06-KM15,6000.0,536.0,11.0,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA10-KR15,IWA10-KR15,10000.0,917.0,10.9,,No,No
Impecca,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",IWA05-KM15,IWA05-KM15,5000.0,446.0,11.0,,No,No
Impecca,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",ITAC12-KSA21,ITAC12-KSA21,12000.0,1142.0,10.5,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA10-KS30,IWA10-KS30,10000.0,833.0,12.0,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA12-KS30,IWA12-KS30,12000.0,1000.0,12.0,,No,No
Impecca,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",IWA25-KS30,IWA25-KS30,25000.0,2427.0,10.3,,No,No
Impecca,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",IWA15-KS30,IWA15-KS30,15100.0,1279.0,11.8,,No,No
Impecca,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",IWA18-KS30,IWA18-KS30,18000.0,1525.0,11.8,,No,No
Impecca,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",IWA06-KS30,IWA06-KS30,6000.0,490.0,12.1,,No,No
Impecca,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",IWA08-KS30,IWA08-KS30,8000.0,666.0,12.0,,No,No
Arctic King,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",MWDUK-05CMN1-BCK0,MWDUK-05CMN1-BCK0,5000.0,446.0,11.0,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AKW08CR71E,AKW08CR71E,8000.0,666.0,12.0,,No,No
Arctic King,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",AKW25ER72N,AKW25ER72N,25000.0,2660.0,9.4,,No,No
Arctic King,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",AKSO08ER71N,AKSO08ER71N,8000.0,734.0,10.9,,No,No
Arctic King,(16) Casement-Slider,AKSC10CR71N,AKSC10CR71N,10000.0,961.0,10.4,,No,No
Arctic King,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",AKTW08CR71E,AKTW08CR71E,8000.0,754.0,10.6,,No,No
Arctic King,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",AKTW12ER72N,AKTW12ER72N,12000.0,1263.0,9.5,,No,No
Arctic King,(16) Casement-Slider,KWDUL-10CRN1-BCJ4,KWDUL-10CRN1-BCJ4,10000.0,961.0,10.4,,No,No
EMERSON QUIET KOOL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EBTC08RE1,EBTC08RE1,8000.0,754.0,10.6,,No,No
EMERSON QUIET KOOL,"(8a) Without reverse cycle, without louvered sides, and 8,000 to 10,999 Btu/h",EBTC10RE1,EBTC10RE1,10000.0,943.0,10.6,,No,No
EMERSON QUIET KOOL,"(8b) Without reverse cycle, without louvered sides, and 11,000 to 13,999 Btu/h",EBTC12RE1,EBTC12RE1,12000.0,1142.0,10.5,,No,No
EMERSON QUIET KOOL,"(9) Without reverse cycle, without louvered sides, and 14,000 to 19,999 Btu/h",EBTH14RD2,EBTH14RD2,14000.0,1505.0,9.3,,No,No
Crosley,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",CACM06A1,CACM06A1,6000.0,536.0,11.2,,No,No
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",2PAHP12002 (230V),2PAHP12002 (230V),11600.0,1170.0,9.8,9.9,No,No
Perfect Aire,"(11) With reverse cycle, with louvered sides, and less than 20,000 Btu/h",2PAHP12002 (208V),2PAHP12002 (208V),11200.0,1130.0,9.8,9.9,No,No
TCL,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),BWAC06WT,6000.0,492.0,12.1,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),BWAC10WTST,10000.0,840.0,12.0,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-10CRA1/L0U(ES),BWAC10WT,10000.0,840.0,12.0,,No,No
Emerson,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,EARC5MD1,5000.0,451.0,11.0,,No,No
Emerson,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",TWAC-06CRA1/L1U(ES),EARC6RE1,6000.0,492.0,12.1,,No,No
Emerson,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),EARC12RE1,12000.0,980.0,12.0,,No,No
Whirlpool,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,WHAW050BW,5000.0,451.0,11.0,,No,No
Whirlpool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),WHAW081BW,8000.0,661.0,12.0,,No,No
Whirlpool,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),WHAW121BW,12000.0,980.0,12.0,,No,No
Whirlpool,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),WHAW182BW (208V),17600.0,1490.0,11.8,,No,No
Whirlpool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),WHAW222BW (208V),21600.0,2120.0,10.3,,No,No
Whirlpool,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),WHAW222BW (230V),22000.0,2140.0,10.3,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-08CRA1/L0U(ES),TWAC-08CRA1/L0U(ES),8000.0,661.0,12.0,,No,No
TCL,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",TWAC-12CRA1/L0U(ES),TWAC-12CRA1/L0U(ES),12000.0,980.0,12.0,,No,No
TCL,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",TWAC-18CRA2/K8U(ES),TWAC-18CRA2/K8U(ES) (208V),17600.0,1490.0,11.8,,No,No
TCL,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),TWAC-22CRA2/J3U(ES) (208V),21600.0,2120.0,10.3,,No,No
TCL,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-22CRA2/J3U(ES),TWAC-22CRA2/J3U(ES) (230V),22000.0,2140.0,10.3,,No,No
TCL,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",TWAC-24CRA2/J3U(ES),TWAC-24CRA2/J3U(ES) (230V),24000.0,2320.0,10.3,,No,No
TCL,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",TWAC-05CMA1/K0U,TWAC-05CMA1/K0U,5000.0,451.0,11.0,,No,No
Norpole,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC08BS-A3NRND2C,NPRAC8KEWGZ,8000.0,660.0,12.0,12.1,No,No
Norpole,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",GJC10BR-A3NRND2C,NPRAC10KEWGZ,10200.0,840.0,12.0,12.1,No,No
Norpole,"(4) Without reverse cycle, with louvered sides, and 14,000 to 19,999 Btu/h",GJC14BY-A3NRND2B,NPRAC15KEWGZ,14300.0,1200.0,11.8,11.9,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",GJC05BT-A3NMNG1C,GJC05BT-A3NMNG1C,5050.0,450.0,11.1,11.2,No,No
GREE,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",G16-5MCVWAC,G16-5MCVWAC,5050.0,450.0,11.1,11.2,No,No
GREE,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",G17-6ESCWAC1,G17-6ESCWAC1,6050.0,490.0,12.1,12.3,No,No
Soleus Air,"(2) Without reverse cycle, with louvered sides, and 6,000 to 7,999 Btu/h",WM1-06E-**,WM1-06E-**,6400.0,525.0,12.1,,No,No
Soleus Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WM1-08E-**,WM1-08E-**,8500.0,702.0,12.0,,No,No
Soleus Air,"(5a) Without reverse cycle, with louvered sides, and 20,000 to 27,999 Btu/h",WM1-24E-**,WM1-24E-**,24700.0,2375.0,10.3,,No,No
Soleus Air,"(1) Without reverse cycle, with louvered sides, and less than 6,000 Btu/h",WM1-05M2-**,WM1-05M2-**,5400.0,482.0,11.2,,No,No
Soleus Air,"(3) Without reverse cycle, with louvered sides, and 8,000 to 13,999 Btu/h",WS1-08E-**,WS1-08E-**,8500.0,702.0,12.0,,No,No
